Name,Ra_1,Dec_1,a26_1,b/a,AB,Kmag,f_Kmag,W50,TType,Tdw1,Tdw2,RVel,Dis,f_Dis,A26_1a,inc,Vm,AB_int,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,l_mag_B,mag_B,e_mag_B,l_mag_FUV,mag_FUV,e_mag_FUV,l_mag_HI,mag_HI,e_mag_HI,l_mag_Ha,mag_Ha,e_mag_Ha,cz,e_cz,e_W50,r_W50,DM,e_DM,BMag,l_SFRHa,logSFRHa,l_PHa,PHa,l_FHa,FHa,l_SFRFUV,logSFRFUV,l_PFUV,PFUV,l_FFUV,FFUV,KLum,M26,MHI,SFRHa,SFRFUV,SFR_UNGC,logSFR_UNGC,SFR_UNGC_Gyr,logSFR_UNGC_Gyr,StellarMass,logStellarMass,PGC,OBJNAME,ID_NED,ID_NEDD,ID_IRAS,ID_2MASS,SDSS_PHOTID,SDSS_SPECID,RA_2,DEC_2,F_ASTROM,R1,R2,PA,RSOURCE,RFLAG,T,E_T,INCL,V,E_V,V_VIR,E_V_VIR,NDIST,EDIST,D,E_D,D_LO68,D_HI68,D_LO95,D_HI95,DMETHOD,UT,BT,VT,IT,E_UT,E_BT,E_VT,E_IT,AG,AI,S12,S25,S60,S100,Q12,Q25,Q60,Q100,WF1,WF2,WF3,WF4,E_WF1,E_WF2,E_WF3,E_WF4,WFPOINT,WFTREAT,J,H,K,E_J,E_H,E_K,FLAG_2MASS,U,G,R,I,Z,E_U,E_G,E_R,E_I,E_Z,logL_TIR,logL_FIR,logL_60u,logL_12u,logL_22u,logL_K,ML_RATIO,logSFR_TIR,logSFR_FIR,logSFR_60u,logSFR_12u,logSFR_22u,logSFR_HEC,FLAG_SFR_HEC,logM_HEC,logSFR_GSW,logM_GSW,MIN_SNR,METAL,FLAG_METAL,CLASS_SP,AGN_S17,AGN_HEC,Separation,merge_D,merge_V,merge_T,merge_logKLum,merge_Kmag,merge_Bmag,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,M_ratio,logM_ratio,ID,gr,bv,bu,MB,MR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3766364,2MASXJ11080204+2338495,2MASX J11080204+2338495,,,11080204+2338495,1237667911122944062,-,167.008716,23.647026,0,0.111,0.086,138.1,H,1,,,40.4,18.0,43.8,121.8,45.92,0,0,3.2416,1.4651,2.0628,5.0938,1.3127,8.0045,Z,20.772,18.61,,,0.21,0.5,,,0.073,,,,,,0,0,0,0,13.858322,13.721292,12.060875,,0.007564,0.023902,0.358476,,0,0,15.188,14.21,14.108,0.154,0.159,0.218,2,20.647,18.41,17.302,16.85,16.518,0.125,0.009,0.006,0.006,0.014,,,,,,6.6943,,,,,,,,,6.6091,,,,,-1,-1,?,?,,3.2416,18.0,,6.694300174713135,14.107999801635742,18.610000610351562,,,6.609099864959717,4065368.0056645265,,,,,2383,1.1079998,,-2.1619987,-8.94379650804937,-13.888481498375803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3767860,2MASXJ11142420+1530197,2MASX J11142420+1530197,,,11142420+1530197,-,-,168.600724,15.505525,0,0.16,0.092,116.6,H,1,,,56.15,19.0,,89.3,,0,0,2.9181,1.3067,1.8648,4.5665,1.1917,7.1459,Z,19.649,18.227,,,0.075,0.5,,,0.083,,,,,,0,0,0,0,,,,,,,,,0,0,15.19,14.823,14.338,0.128,0.243,0.249,2,,,,,,,,,,,,,,,,6.511,,,,,,,,,6.4258,,,,,-1,-1,?,?,,2.9181,19.0,,6.511000156402588,14.338000297546387,18.226999282836914,,,6.42579984664917,2665629.8722221586,,,,,2384,,,-1.4220009,-9.098501570138808,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3778785,2MASXJ11535151-0223104,2MASX J11535151-0223104,,,11535151-0223104,1237650761853042830,-,178.464768,-2.386236,0,0.074,0.059,54.8,H,1,,,38.01,-33.0,18.9,-22.8,23.1,0,0,1.5139,0.6366,0.9942,2.3052,0.6529,3.5102,Z,20.708,18.672,,,0.095,0.5,,,0.096,,,,,,0,0,0,0,14.990153,14.872651,14.533279,7.574242,0.018277,0.059949,3.023524,0.128051,1,1,15.198,14.188,13.75,0.224,0.206,0.25,2,20.359,18.28,17.484,17.281,17.026,0.067,0.007,0.006,0.006,0.014,,,,,38.4194,6.1762,0.887,,,,,-3.585,-3.607,W4,6.124,,,,,-1,-1,?,?,,1.5139,-33.0,,6.176199913024902,13.75,18.672000885009766,-3.6070001125335693,2.4717235045477017E-4,6.124000072479248,1330454.6400171632,1.8578036636527613E-10,-9.731000185012817,,,2385,0.79600143,,-2.0359993,-7.228485059890705,-13.729204643908526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3781104,2MASXJ12014792-0324302,2MASX J12014792-0324302,,,12014792-0324302,1237650369408401545,-,180.449776,-3.408365,0,0.053,0.045,134.3,H,1,,,33.04,-21.0,9.0,-10.6,16.05,0,0,1.6363,0.7128,1.0585,2.5296,0.6847,3.9104,Z,21.591,19.345,,,0.151,0.5,,,0.124,,,,,,0,0,0,0,14.096868,14.058246,12.637782,,0.007471,0.027579,0.52958,,0,0,15.088,14.53,13.781,0.144,0.098,0.214,2,21.651,19.093,17.635,16.769,16.293,0.14,0.01,0.006,0.005,0.008,,,,,,6.2313,1.197,,,,,,,,6.3096,,,,,-1,-1,?,?,,1.6363,-21.0,,6.231299877166748,13.781000137329102,19.344999313354492,,,6.309599876403809,2039857.7197438455,,,,,2386,1.4580002,,-2.2460003,-6.724315338579604,-13.596877119318897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785332,2MASXJ12154983+2749367,2MASX J12154983+2749367,,,12154983+2749367,1237667443507527764,-,183.95788,27.826819,0,0.294,0.213,79.3,H,1,,,44.48,22.8,21.6,184.2,25.76,0,0,3.7715,1.7153,2.3933,5.9434,1.5187,9.3659,Z,17.456,16.389,,,0.016,0.5,,,0.1,,,,,,0,0,0,0,12.267556,12.098919,10.992949,10.896378,0.001793,0.005359,0.11597,2.612137,0,0,13.375,12.59,12.227,0.076,0.089,0.096,2,17.466,16.15,15.308,14.974,14.708,0.015,0.003,0.003,0.003,0.005,,,,38.7321,,7.5782,0.905,,,,-3.182,,-3.194,W3,7.5351,,,,,-1,-1,?,?,,3.7715,22.8,,7.578199863433838,12.22700023651123,16.388999938964844,-3.194000005722046,6.397348270538234E-4,7.535099983215332,3.428467075829302E7,1.8659500380329008E-11,-10.729099988937378,,,2387,0.842,,-1.0669994,-11.493570621294971,-15.61659260166689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3789071,2MASXJ12263986+1425427,2MASX J12263986+1425427,,,12263986+1425427,1237664289929166940,-,186.666055,14.4286,0,0.108,0.108,0.0,H,2,,,38.83,35.1,10.2,145.8,17.47,0,0,3.4577,1.5929,2.1813,5.4811,1.3761,8.6884,Z,21.592,19.035,,,0.159,0.5,,,0.196,,,,,,0,0,0,0,15.945217,15.375649,,,0.039417,0.088536,,,0,0,14.771,13.885,13.497,0.112,0.122,0.121,2,22.365,19.151,17.742,17.159,16.739,0.236,0.011,0.007,0.006,0.009,,,,,,6.9948,1.171,,,,,,,,7.0634,,,,,-1,-1,?,?,,3.4577,35.1,,6.994800090789795,13.496999740600586,19.03499984741211,,,7.063399791717529,1.1571769964672424E7,,,,,2388,1.4089985,,-2.5569992,-8.65893670225644,-13.503012365681652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792817,2MASXJ12375815+1508439,2MASX J12375815+1508439,,,12375815+1508439,1237662525767745569,-,189.492309,15.145528,0,0.125,0.125,0.0,H,2,,,15.96,13.8,20.7,134.5,25.11,0,0,3.3581,1.535,2.126,5.3041,1.346,8.3779,Z,18.056,17.33,,,0.013,0.354,,,0.164,,,,,,0,0,0,0,15.461939,15.458509,12.650854,,0.021435,0.083086,0.353895,,1,1,15.046,14.469,14.297,0.133,0.209,0.256,2,18.257,17.357,17.02,16.901,16.862,0.016,0.005,0.005,0.005,0.013,,,,,,6.6494,0.72,,,,,,,,6.5068,,,,,-1,-1,?,?,,3.3581,13.8,,6.649400234222412,14.29699993133545,17.329999923706055,,,6.506800174713135,3212182.2262224862,,,,,2389,0.3369999,,-0.72599983,-10.300468199987757,-14.134797379382297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3799249,2MASXJ12573462+3213340,2MASX J12573462+3213340,,,12573462+3213340,1237665330392727615,-,194.394334,32.226157,0,0.065,0.055,15.1,H,1,,,33.78,-42.0,12.3,158.4,18.46,0,0,3.566,1.6267,2.2598,5.6273,1.432,8.8801,Z,21.06,19.197,,,0.147,0.5,,,0.061,,,,,,0,0,0,0,14.496827,14.285379,11.005918,8.53764,0.008988,0.026978,0.084526,0.225673,0,0,15.391,14.794,13.844,0.207,0.291,0.201,2,21.187,19.003,17.749,17.157,16.814,0.127,0.01,0.006,0.006,0.013,,,,38.6782,38.7782,6.8828,,,,,-3.23,-3.256,-3.242,W3,6.7976,,,,,-1,-1,?,?,,3.566,-42.0,,6.882800102233887,13.843999862670898,19.19700050354004,-3.242000102996826,5.727958951421363E-4,6.797599792480469,6274798.621682123,9.128514390292631E-11,-10.039599895477295,,,2390,1.2539997,,-1.862999,-8.563906190656638,-13.496868964924374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3805890,2MASXJ13185482+1045453,2MASX J13185482+1045453,,,13185482+1045453,1237662239083397237,-,199.728371,10.762547,0,0.066,0.066,0.0,H,2,,,21.41,39.6,8.4,164.5,16.42,0,0,3.6165,1.6503,2.2914,5.7078,1.4518,9.0086,Z,21.031,19.193,,,0.163,0.5,,,0.1,,,,,,0,0,0,0,13.76993,13.519284,11.791158,,0.004571,0.013362,0.16612,,0,0,14.63,14.144,13.454,0.203,0.222,0.218,2,21.047,18.931,17.565,16.744,16.205,0.146,0.011,0.006,0.005,0.008,,,,38.3764,,7.051,1.148,,,,-3.499,,-3.51,W3,7.1111,,,,,-1,-1,?,?,,3.6165,39.6,,7.051000118255615,13.454000473022461,19.19300079345703,-3.509999990463257,3.090295500373891E-4,7.111100196838379,1.2915172074342506E7,2.3927637065812875E-11,-10.621100187301636,,,2391,1.3659992,,-1.8379993,-8.598441553708643,-13.658240302605455
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806063,2MASXJ13193465+5357372,2MASX J13193465+5357372,,,13193465+5357372,1237658917459984545,-,199.89462,53.960241,0,0.048,0.048,0.0,H,2,,,22.99,-66.0,24.9,202.5,27.56,0,0,3.9037,1.7929,2.4661,6.1792,1.558,9.7812,Z,21.383,19.673,,,0.166,0.5,,,0.092,,,,,,0,0,0,0,13.6824,13.547189,12.441239,9.762661,0.004784,0.014925,0.330335,0.704665,0,0,14.734,13.918,13.578,0.09,0.09,0.114,2,20.483,18.3,17.819,16.975,16.692,0.115,0.01,0.031,0.006,0.015,,,,,,7.0677,,,,,,,,,6.9826,,,,,-1,-1,?,?,,3.9037,-66.0,,7.067699909210205,13.57800006866455,19.67300033569336,,,6.982600212097168,9607274.776811913,,,,,2392,0.480999,,-1.7099991,-8.284381837672864,-13.435416424780861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806807,2MASXJ13220220+0333178,2MASX J13220220+0333178,,,13220220+0333178,1237651737913393325,-,200.509138,3.555054,0,0.101,0.091,2.8,H,1,,,26.06,-27.0,23.4,66.2,27.24,0,0,2.6518,1.1922,1.6916,4.157,1.0791,6.5168,Z,21.136,19.091,,,0.192,0.5,,,0.102,,,,,,0,0,0,0,13.679731,13.48588,11.468004,9.354686,0.005314,0.016584,0.153725,0.538263,0,0,15.151,14.118,13.737,0.199,0.157,0.226,2,21.192,18.881,17.559,16.776,16.251,0.175,0.012,0.007,0.006,0.011,,,,38.2361,,6.6683,1.126,,,,-3.623,,-3.635,W3,6.7197,,,,,-1,-1,?,?,,2.6518,-27.0,,6.668300151824951,13.737000465393066,19.090999603271484,-3.634999990463257,2.3173947008565252E-4,6.719699859619141,5244448.917609495,4.418757313233268E-11,-10.354699850082397,,,2393,1.3220005,,-2.045,-8.026704228100023,-13.663498880797437
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808084,2MASXJ13265140+2728414,2MASX J13265140+2728414,,,13265140+2728414,1237667324337193094,-,201.714196,27.478299,0,0.142,0.053,88.5,H,1,,,70.8,14.7,9.0,212.8,16.48,0,0,3.9729,1.8397,2.5004,6.3127,1.5736,10.0303,Z,20.728,18.715,,,0.115,0.5,,,0.041,,,,,,0,0,0,0,13.243215,13.064176,11.298197,10.76428,0.003264,0.009851,0.119486,1.854233,0,0,14.471,13.583,13.248,0.102,0.091,0.139,2,20.781,18.484,17.329,16.381,15.723,0.1,0.008,0.005,0.005,0.007,,,,38.6552,,7.215,1.044,,,,-3.251,,-3.262,W3,7.2336,,,,,-1,-1,?,?,,3.9729,14.7,,7.215000152587891,13.248000144958496,18.71500015258789,-3.26200008392334,5.470158571882718E-4,7.23360013961792,1.7123799717444193E7,3.19447707993817E-11,-10.49560022354126,,,2394,1.1549988,,-2.0130005,-9.280538016264614,-13.864867094854791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3809644,2MASXJ13323584+3516565,2MASX J13323584+3516565,,,13323584+3516565,1237664672181846149,-,203.149412,35.282533,0,0.115,0.075,50.7,H,1,,,50.58,18.6,19.8,246.0,23.87,0,0,4.1789,1.9356,2.6297,6.6408,1.6548,10.553,Z,19.669,17.992,,,0.043,0.5,,,0.048,,,,,,0,0,0,0,13.807071,13.537102,15.731085,10.888967,0.004725,0.013302,6.414434,1.916122,0,0,14.908,14.392,13.596,0.131,0.108,0.133,2,19.661,17.72,16.813,16.432,16.213,0.035,0.005,0.004,0.004,0.008,,,,,,7.1197,0.933,,,,,,,,7.0894,,,,,-1,-1,?,?,,4.1789,18.6,,7.119699954986572,13.595999717712402,17.992000579833984,,,7.089399814605713,1.2285697407899043E7,,,,,2395,0.9069996,,-1.677,-10.113309313730742,-14.315226304062161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3811874,2MASXJ13405082+2625119,2MASX J13405082+2625119,,,13405082+2625119,1237665532245180620,-,205.211524,26.420045,0,0.097,0.097,0.0,H,2,,,22.78,-27.0,8.4,174.1,16.1,0,0,3.6934,1.6936,2.3349,5.8422,1.4761,9.2411,Z,20.988,19.259,,,0.156,0.5,,,0.051,,,,,,0,0,0,0,13.644911,13.48394,11.648011,10.122808,0.004885,0.014926,0.166212,1.043751,0,0,14.762,14.13,13.713,0.114,0.171,0.149,2,20.932,18.995,17.621,16.713,16.023,0.127,0.011,0.007,0.005,0.01,,,,38.4519,,6.9656,1.153,,,,-3.431,,-3.443,W3,7.0273,,,,,-1,-1,?,?,,3.6934,-27.0,,6.96560001373291,13.713000297546387,19.259000778198242,-3.443000078201294,3.605785780940067E-4,7.027299880981445,1.064878064296717E7,3.386102035373839E-11,-10.47029995918274,,,2396,1.3740005,,-1.7290001,-8.578130946064626,-13.609152501763003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3813937,2MASXJ13482323+6512339,2MASX J13482323+6512339,,,13482323+6512339,1237651271904526495,-,207.096683,65.209212,0,0.119,0.08,9.3,H,1,,,49.24,-113.9,23.4,176.2,25.56,0,0,3.71,1.6967,2.3483,5.8612,1.4864,9.2597,Z,18.88,17.886,,,0.046,0.5,,,0.078,,,,,,0,0,0,0,13.93995,13.696672,13.204114,,0.004341,0.012102,0.456105,,0,0,15.415,14.842,14.158,0.119,0.173,0.149,2,18.736,17.595,16.915,16.665,16.522,0.024,0.006,0.005,0.005,0.011,,,,,,6.7915,0.841,,,,,,,,6.7165,,,,,-1,-1,?,?,,3.71,-113.9,,6.791500091552734,14.157999992370605,17.88599967956543,,,6.7164998054504395,5205947.75592259,,,,,2397,0.6799984,,-0.9939995,-9.9608698685098,-14.226359212623976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3815580,2MASXJ13535595+2633550,2MASX J13535595+2633550,,,13535595+2633550,1237665550497611853,-,208.48329,26.565284,0,0.145,0.08,99.8,H,1,,,57.84,49.8,22.2,257.6,26.03,0,0,4.2471,1.9572,2.6789,6.7334,1.6898,10.6751,Z,18.73,17.958,,,0.027,0.5,,,0.071,,,,,,0,0,0,0,13.844647,13.511115,10.210179,8.652522,0.004952,0.013337,0.0368,0.227379,0,0,15.19,14.172,13.794,0.189,0.151,0.219,2,18.704,17.694,17.071,16.752,16.562,0.025,0.006,0.005,0.005,0.011,,,,39.1484,38.8841,7.0546,0.82,,,,-2.812,-3.159,-2.824,W3,6.9683,,,,,-1,-1,?,?,,4.2471,49.8,,7.054599761962891,13.793999671936035,17.95800018310547,-2.8239998817443848,0.001499685243857037,6.968299865722656,9296080.282941256,1.6132447205829642E-10,-9.792299747467041,,,2398,0.6230011,,-0.77199936,-10.182462250805902,-14.090295557512224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819851,2MASXJ14070567+2740511,2MASX J14070567+2740511,,,14070567+2740511,1237665429170028670,-,211.773643,27.680947,0,0.14,0.071,127.1,H,1,,,61.14,-63.0,7.2,154.6,15.2,0,0,3.5341,1.6244,2.2319,5.5962,1.4095,8.8615,Z,20.457,18.589,,,0.104,0.5,,,0.079,,,,,,0,0,0,0,13.397389,13.20481,11.512922,12.105504,0.003299,0.010131,0.134226,5.67359,0,0,14.53,13.964,13.214,0.098,0.134,0.124,2,20.487,18.353,17.021,16.334,15.862,0.086,0.008,0.005,0.004,0.008,,,,38.4676,,7.127,1.131,,,,-3.417,,-3.429,W3,7.1804,,,,,-1,-1,?,?,,3.5341,-63.0,,7.126999855041504,13.21399974822998,18.589000701904297,-3.428999900817871,3.723917912996427E-4,7.1803998947143555,1.5149555647709006E7,2.4581037223752348E-11,-10.609399795532227,,,2399,1.3320007,,-1.868,-9.152393468252981,-14.133925438440567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820461,2MASXJ14084616+3831422,2MASX J14084616+3831422,,,14084616+3831422,1237662193998823608,-,212.192488,38.528337,0,0.13,0.092,108.6,H,1,-5.0,3.0,76.96,-31.0,,220.9,,0,0,4.0255,1.8644,2.5333,6.3967,1.5942,10.1647,Z,19.769,18.372,,,0.059,0.5,,,0.03,0.0,,,,,0,0,0,0,13.892342,13.84368,11.318865,10.079579,0.005385,0.018276,0.106833,0.884756,0,0,14.866,14.284,13.857,0.089,0.115,0.149,2,19.707,18.074,17.023,16.443,16.071,0.046,0.007,0.005,0.004,0.008,,,,38.6583,,6.9828,,,,,-3.248,,-3.26,W3,6.8976,,,,,-1,-1,?,?,,4.0255,-31.0,-5.0,6.982800006866455,13.857000350952148,18.371999740600586,-3.259999990463257,5.495408859250822E-4,6.897600173950195,7899510.37738892,6.956644901664472E-11,-10.157600164413452,,,2400,1.0509987,,-1.3969994,-9.652099414291103,-14.132179870051868
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821832,2MASXJ14123206+0840326,2MASX J14123206+0840326,,,14123206+0840326,1237662237478617246,-,213.133615,8.675643,0,0.17,0.132,74.9,H,1,,,40.13,-30.0,6.9,113.4,15.36,0,0,3.1626,1.4347,2.0092,4.978,1.2765,7.8356,Z,20.34,18.332,,,0.118,0.5,,,0.115,,,,,,0,0,0,0,13.997539,14.040273,12.159757,8.752942,0.006698,0.024824,0.237592,0.254009,0,0,14.602,13.963,13.257,0.167,0.189,0.206,2,20.743,17.978,16.875,16.263,15.918,0.151,0.007,0.005,0.005,0.009,,,,38.1124,38.5878,7.0133,1.019,,,,-3.733,-3.43,-3.745,W3,7.0216,,,,,-1,-1,?,?,,3.1626,-30.0,,7.013299942016602,13.256999969482422,18.332000732421875,-3.744999885559082,1.7988713891492383E-4,7.021599769592285,1.0509928695992805E7,1.711592382006461E-11,-10.766599655151367,,,2401,1.1030006,,-2.0079994,-9.16822060057113,-14.261218907515314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824137,2MASXJ14192109+2359330,2MASX J14192109+2359330,,,14192109+2359330,1237665548889686029,-,214.837971,23.992476,0,0.2,0.129,25.0,H,1,,,51.19,-6.0,19.5,203.7,23.65,0,0,3.9119,1.8008,2.4687,6.1988,1.5579,9.8226,Z,17.51,16.467,,,0.012,0.5,,,0.08,,,,,,0,0,0,0,13.13932,12.986705,10.656617,9.217761,0.002304,0.007182,0.047349,0.330826,0,0,13.966,13.335,13.104,0.056,0.066,0.094,2,17.523,16.202,15.564,15.344,15.196,0.012,0.004,0.003,0.003,0.005,,,,38.8984,,7.2592,0.825,,,,-3.034,,-3.046,W3,7.1759,,,,,-1,-1,?,?,,3.9119,-6.0,,7.259200096130371,13.104000091552734,16.466999053955078,-3.0460000038146973,8.994975736291498E-4,7.175899982452393,1.499339499479959E7,5.999292181264734E-11,-10.22189998626709,,,2402,0.63799953,,-1.0430012,-11.494939667927344,-15.39660599905438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824798,2MASXJ14213561+5204136,2MASX J14213561+5204136,,,14213561+5204136,1237659120933404797,-,215.398335,52.070536,0,0.072,0.057,152.7,H,1,,,39.0,-18.0,26.7,266.8,29.0,0,0,4.301,1.9625,2.7253,6.7878,1.7268,10.7125,Z,20.692,19.144,,,0.144,0.5,,,0.037,,,,,,0,0,0,0,13.919453,13.719565,12.887644,12.177322,0.004612,0.013459,0.396121,5.339268,0,0,15.463,14.188,13.953,0.131,0.179,0.245,2,20.705,18.861,17.513,16.854,16.465,0.122,0.011,0.006,0.006,0.012,,,,,,7.0019,1.139,,,,,,,,7.0585,,,,,-1,-1,?,?,,4.301,-18.0,,7.0019001960754395,13.95300006866455,19.143999099731445,,,7.058499813079834,1.1441943873560872E7,,,,,2403,1.3479996,,-1.5480003,-9.023848113039014,-13.703802310630564
LV J1000+3032,150.1520833333333,30.53611111111111,0.28,0.71,0.08,15.6,*,20,10,Ir,N,501,10.57,TRGB,0.87,51,3,0.0,23.9,7.11,6.02,,6.68,436,-1.4,NGC2903,-0.8,-0.33,,18.06,,,19.84,0.17,,19.26,,,22.81,0.12,501,37,,2011HI............P,30.12,0.11,-12.14,,-3.53,,-0.5,,0.34,,-3.05,,-0.02,,-0.14,1.288249551693135E7,1047128.5480508985,4786300.923226381,2.951209226666387E-4,8.912509381337459E-4,5.931859304001923E-4,-3.2268091584225216,593185.9304001923,5.773190841577478,7729497.31015881,6.888151250383644,4091250,SDSSJ100036.54+303209.7,SDSS J100036.50+303209.8,LV J1000+3032,,,1237665129067905298,2195653859815221248,150.152309,30.536076,0,0.098,0.086,156.0,H,1,10.0,2.0,30.82,486.6,1.6,583.3,13.14,1,0,7.1121,2.8521,4.7625,10.6209,3.1892,15.8607,C,18.831,18.089,,,0.109,0.357,,,0.081,0.099,,,,,0,0,0,0,15.368663,15.854241,,,0.041936,0.226354,,,0,0,,,,,,,0,18.701,17.768,17.485,17.439,17.387,0.051,0.011,0.023,0.04,0.069,,,,,,,,,,,,,,,,,,3.17,8.2664,0,0,?,N,0.7110525577386555,7.1121,486.6,10.0,7.11,15.6,18.089000701904297,-2.858766410895765,0.0013843107424725677,7.023813852383717,1.0563646323883707E7,1.3104478321493334E-10,-9.882580263279483,0.602612017925901,-0.21996221141663147,2404,0.28299904,,-0.7419987,-11.170988570206031,-13.728327648674671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824979,2MASXJ14221430+0747234,2MASX J14221430+0747234,,,14221430+0747234,1237662262706438341,-,215.559654,7.789901,0,0.171,0.076,139.9,H,1,,,65.42,-24.0,21.0,120.0,25.03,0,0,3.2244,1.4573,2.0519,5.0668,1.3058,7.962,Z,18.229,17.416,,,0.017,0.5,,,0.125,,,,,,0,0,0,0,13.709663,13.491168,10.471789,10.593604,0.003674,0.011425,0.038353,1.132197,0,0,14.643,14.017,13.614,0.119,0.132,0.199,2,18.269,17.128,16.667,16.463,16.311,0.016,0.005,0.004,0.005,0.009,,,,,,6.8873,0.762,,,,,,,,6.7691,,,,,-1,-1,?,?,,3.2244,-24.0,,6.88730001449585,13.61400032043457,17.416000366210938,,,6.769100189208984,5876248.985379169,,,,,2405,0.46100044,,-0.8129997,-10.126244196193028,-14.442287336345121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825029,2MASXJ14222480+0509127,2MASX J14222480+0509127,,,14222480+0509127,1237651823782920461,-,215.603374,5.153452,0,0.066,0.058,38.3,H,1,,,29.12,15.6,7.5,147.5,15.52,0,0,3.4728,1.5966,2.1929,5.4998,1.3847,8.7097,Z,21.252,19.309,,,0.175,0.5,,,0.13,,,,,,0,0,0,0,13.768685,13.583725,,9.814252,0.00435,0.014546,,0.583389,0,0,14.761,14.34,13.605,0.139,0.102,0.209,2,21.295,19.03,17.657,16.733,16.145,0.156,0.012,0.006,0.005,0.009,,,,,,6.9554,,,,,,,,,6.8702,,,,,-1,-1,?,?,,3.4728,15.6,,6.955399990081787,13.604999542236328,19.30900001525879,,,6.870200157165527,7416519.742963533,,,,,2406,1.3730011,,-1.9430008,-8.39439884889443,-13.577584946395394
