col1_1,logSFR_total_1,ID_1,logM_total_1,M_total_1,sSFR_1,logSFR_pred_1,logSFR_pred_sigma_1,t_sf_up,t_sf_sigma_up,tau_up,tau_sigma_up,A_up,A_sigma_up,x_up,x_sigma_up,diff_1,flag_1,col1_2,logSFR_total_2,ID_2,logM_total_2,M_total_2,sSFR_2,logSFR_pred_2,logSFR_pred_sigma_2,t_sf_np,t_sf_sigma_np,tau_np,tau_sigma_np,A_np,A_sigma_np,x_np,x_sigma_np,diff_2,flag_2,logM_total_3,sSFR_3,ID_3,x_n,tau_n,A_n,Name,Ra_1,Dec_1,a26_1,b/a,AB,Kmag,f_Kmag,W50,TType,Tdw1,Tdw2,RVel,Dis,f_Dis,A26_1a,inc,Vm,AB_int,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,l_mag_B,mag_B,e_mag_B,l_mag_FUV,mag_FUV,e_mag_FUV,l_mag_HI,mag_HI,e_mag_HI,l_mag_Ha,mag_Ha,e_mag_Ha,cz,e_cz,e_W50,r_W50,DM,e_DM,BMag,l_SFRHa,logSFRHa,l_PHa,PHa,l_FHa,FHa,l_SFRFUV,logSFRFUV,l_PFUV,PFUV,l_FFUV,FFUV,KLum,M26,MHI,SFRHa,SFRFUV,SFR_UNGC,logSFR_UNGC,SFR_UNGC_Gyr,logSFR_UNGC_Gyr,StellarMass,logStellarMass,PGC,OBJNAME,ID_NED,ID_NEDD,ID_IRAS,ID_2MASS,SDSS_PHOTID,SDSS_SPECID,RA_2,DEC_2,F_ASTROM,R1,R2,PA,RSOURCE,RFLAG,T,E_T,INCL,V,E_V,V_VIR,E_V_VIR,NDIST,EDIST,D,E_D,D_LO68,D_HI68,D_LO95,D_HI95,DMETHOD,UT,BT,VT,IT,E_UT,E_BT,E_VT,E_IT,AG,AI,S12,S25,S60,S100,Q12,Q25,Q60,Q100,WF1,WF2,WF3,WF4,E_WF1,E_WF2,E_WF3,E_WF4,WFPOINT,WFTREAT,J,H,K,E_J,E_H,E_K,FLAG_2MASS,U,G,R,I,Z,E_U,E_G,E_R,E_I,E_Z,logL_TIR,logL_FIR,logL_60u,logL_12u,logL_22u,logL_K,ML_RATIO,logSFR_TIR,logSFR_FIR,logSFR_60u,logSFR_12u,logSFR_22u,logSFR_HEC,FLAG_SFR_HEC,logM_HEC,logSFR_GSW,logM_GSW,MIN_SNR,METAL,FLAG_METAL,CLASS_SP,AGN_S17,AGN_HEC,Separation,merge_D,merge_V,merge_T,merge_logKLum,merge_Kmag,merge_Bmag,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,M_ratio,logM_ratio,ID,gr,bv,bu,MB,MR
11,-2.18400001525879,11,8.38920021057129,2.45019252487671E8,2.67177433781371E-11,-2.1627498,0.101829186816076,10.7265622678788,2.1974043290129,2.41064375636364,0.692596061509155,3.39975481636364E8,1.05425017301823E7,4.58274947151515,0.52977527667215,0.0212502152587892,Keep,11,-2.18400001525879,11,8.38920021057129,2.45019252487671E8,2.67177433781371E-11,-2.13540057212121,0.101560234695486,12.204699319697,1.38322229390603,2.92448685333333,0.524282046481631,3.4654687730303E8,1.13901202176894E7,4.24076272939394,0.442141277494811,0.0485994431375771,Keep,8.389200210571289,2.671774337813708E-11,11,-7.898999118980594E-9,-1.721737120760073E9,1.4269040115119198E24,IC5152,330.6745833333333,-51.29527777777778,7.08,0.62,0.11,8.0,,85,9,BCD,N,122,1.96,TRGB,4.05,60,43,0.02,23.8,8.71,8.94,,8.01,73,-1.2,NGC0253,-0.6,0.24,,11.03,,,12.54,0.05,,12.26,0.03,,15.91,0.01,122,1,1,2012MNRAS.420.2924K,26.46,0.04,-15.56,,-2.23,,-0.81,,0.37,,-1.55,,-0.13,,-0.31,5.1286138399136585E8,8.709635899560796E8,1.0232929922807537E8,0.00588843655355589,0.028183829312644536,0.017036132933100214,-1.7686289797812753,1.7036132933100212E7,7.231371020218725,3.077168303948195E8,8.488151250383645,67908,IC5152,IC 5152,IC 5152,F21594-5132,IC5152,-,-,330.672525,-51.296525,1,2.564,1.799,102.9,H,1,9.7,0.7,51.64,123.8,1.9,-61.5,12.33,5,1,1.9805,0.1012,1.8799,2.0769,1.7663,2.1578,N,10.282,10.402,10.678,10.678,0.877,0.877,0.053,0.053,0.109,0.286,0.0898,0.1787,2.461,6.861,1,2,3,2,,,,,,,,,0,0,9.115,8.797,8.588,0.026,0.041,0.052,1,,,,,,,,,,,41.2257,40.8928,40.7613,,,8.4744,,-2.184,-2.211,-2.303,,,-2.184,FT,8.3892,,,,,-1,-1,?,?,6.452059191787816,1.9805,123.8,9.7,8.47439956665039,8.588000297546387,10.402000427246094,-2.184000015258789,0.006546361510668558,8.389200210571289,2.450192524876706E8,2.671774337813708E-11,-10.573200225830078,0.5554582613061751,-0.25534856960420343,11,,-0.27600002,0.12000084,-16.081873806455462,
12,-3.743,12,8.30381385238372,2.01286131086173E8,8.97813533530165E-13,-3.73015315121212,0.0998347183965947,11.8389961090909,1.22792413209439,1.28630568,0.154869201600649,2.61930174545455E8,2010220.33582343,9.22637878363636,0.313161401246657,0.0128468487878788,Keep,12,-3.743,12,8.30381385238372,2.01286131086173E8,8.97813533530165E-13,-3.72251362333333,0.0998456073790735,12.2934415560606,1.13958465198143,1.34605716909091,0.147514114100024,2.61964497727273E8,2004511.05527992,9.15460620757576,0.315887266166261,0.0204863766666668,Keep,8.303813852383717,8.97813533530165E-13,12,1.1018351936753591E-8,1.2343043749251537E9,2.0244433717204487E22,KDG065,151.39333333333332,-7.7491666666666665,1.07,0.69,0.03,12.2,*,,-3,Sph,L,721,9.7,mem,3.01,59,,0.0,25.1,8.39,,,,479,4.9,NGC3115,4.9,1.72,,16.36,0.1,,23.16,0.31,,,,,,,721,53,,,29.93,,-13.6,,,,,,,,-4.49,,-2.75,,,2.4547089156850335E8,,,,3.235936569296281E-5,3.235936569296281E-5,-4.49,32359.365692962805,4.51,1.47282534941102E8,8.168151250383644,29299,PGC029299,UGCA 200,UGCA 200,,,-,-,151.39625,-7.75,0,0.528,0.321,149.0,H,1,10.0,0.5,60.92,721.0,30.0,635.5,32.02,1,1,6.3387,0.7882,5.5976,7.1779,4.9431,8.1283,N,,16.26,,,,0.367,,,0.207,0.402,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,10.827988870854584,6.3387,721.0,10.0,8.39,12.2,16.260000228881836,-3.743,1.8071741260109275E-4,8.303813852383717,2.0128613108617276E8,8.97813533530165E-13,-12.046813852383718,,,12,,,,-12.750000760276444,
13,-1.26699995994568,13,9.18669986724854,1.53709201777081E9,3.51803513756302E-11,-1.24174746915152,0.101368333472272,10.720628359697,2.22957431931807,2.71034795060606,0.833144716075731,2.20521577757576E9,1.07826415105194E8,4.1092088969697,0.560350910074973,0.0252524907941636,Keep,13,-1.26699995994568,13,9.18669986724854,1.53709201777081E9,3.51803513756302E-11,-1.22046688269697,0.0985362117972945,12.1260221078788,1.36048413755773,3.26326383272727,0.609475357067767,2.26145985545455E9,1.06933351119793E8,3.78593573484849,0.437998045243508,0.0465330772487089,Keep,9.186699867248535,3.518035137563024E-11,13,3.7703509426459734,3.607091277942348,2.2450085823681307E9,IC5201,335.23916666666656,-46.034166666666664,8.71,0.46,0.05,8.0,,185,6,,,914,10.76,TRGB,26.71,64,90,0.31,24.2,10.19,10.4,,9.68,892,,,,,,11.3,,,13.28,0.3,,11.78,0.01,,15.44,0.18,914,2,,2019MNRAS.488.5352K,30.16,,-19.22,,-0.51,,-0.56,,0.32,,-0.19,,-0.24,,0.0,1.5488166189124796E10,2.511886431509582E10,4.78630092322638E9,0.30902954325135906,0.6456542290346555,0.4773418861430073,-0.3211704551735887,4.773418861430073E8,8.678829544826412,9.292899713474876E9,9.968151250383643,68618,IC5201,IC 5201,IC 5201,F22178-4617,IC5201,-,-,335.239115,-46.035252,0,3.373,1.445,24.3,H,1,6.1,0.6,66.6,915.3,2.4,742.4,12.89,9,1,10.2741,2.096,8.5726,12.167,6.4583,15.873,N,,11.384,11.37,11.37,,0.219,0.04,0.04,0.052,0.647,0.0857,0.0621,0.7847,3.176,1,1,3,2,,,,,,,,,0,0,11.047,10.479,10.169,0.037,0.053,0.063,1,,,,,,,,,,,,,41.6948,,,9.2719,,,,-1.37,,,-1.267,F3,9.1867,,,,,-1,-1,?,?,3.909333089376627,10.2741,915.3,6.1,9.271900177001953,10.168999671936035,11.383999824523926,-1.2669999599456787,0.05407543728185341,9.186699867248535,1.5370920177708054E9,3.518035137563024E-11,-10.453699827194214,4.141443813574135,0.6171517737185503,13,,0.013999939,,-18.67471911792323,
14,-3.28238453795541,14,6.51381385238372,3264478.79853868,1.59882750036118E-10,-3.26527687212121,0.0854936252781995,10.5548504887879,2.06731488814908,11.5139371712121,4.92893452730676,1.89176695766667E7,9882645.34334813,1.11281741993939,0.520775312547335,0.0171076658342018,Keep,14,-3.28238453795541,14,6.51381385238372,3264478.79853868,1.59882750036118E-10,-3.28724507909091,0.0996041021362492,7.84046335151515,1.32891103487071,4.19963227969697,0.96801349507093,7732345.65606061,1399199.98422275,1.92378233733333,0.344277261482818,-0.00486054113549494,Keep,6.513813852383716,1.5988275003611806E-10,14,0.5137859743744932,26.470165941289594,4.4949440988661535E7,KDG073,163.23791666666665,69.54583333333333,1.2,0.83,0.01,14.7,*,18,10,Ir,L,116,3.91,TRGB,1.36,38,4,0.0,26.1,6.6,6.42,,6.56,263,1.2,MESSIER081,1.4,1.9,,17.09,0.06,,18.83,0.08,,17.4,,,23.58,0.29,116,0,1,2003A&A...401..483H,27.96,0.14,-10.88,,-4.72,,-1.19,,1.41,,-3.56,,-0.03,,0.25,3981071.7055349695,2630267.9918953814,3630780.54770101,1.9054607179632484E-5,2.754228703338166E-4,1.4723873875672455E-4,-3.831977911364877,147238.73875672455,5.168022088635123,2388643.0233209818,6.3781512503836435,32667,PGC032667,,,,,-,-,163.229947,69.546077,1,0.3,0.3,0.0,H,2,10.0,2.0,37.85,115.8,4.4,369.6,11.35,0,0,4.9087,2.1384,3.1752,7.5887,2.0539,11.7316,Z,,17.99,16.797,16.797,,0.189,0.332,0.332,0.081,0.15,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,10.064472402744645,4.9087,115.8,10.0,6.6,14.7,17.989999771118164,-3.282384537955414,5.21933847744966E-4,6.513813852383716,3264478.798538675,1.5988275003611806E-10,-9.79619839033913,1.479237093101658,0.170037788583369,14,,1.1929989,,-10.464832681776947,
15,-2.33851383344551,15,7.09381385238372,1.24112022371769E7,3.69549240602228E-10,-2.3535666469697,0.0991938399930004,5.96826626424242,1.38218306427456,11.8475769215152,5.05754639379171,1.97457182239394E8,1.33464248544536E8,0.633179585757576,0.367843090403626,-0.0150528135241839,Keep,15,-2.33851383344551,15,7.09381385238372,1.24112022371769E7,3.69549240602228E-10,-2.34781505727273,0.10008773144286,4.71746466606061,0.840123792484021,4.1508293730303,0.963159989567897,5.36189071545455E7,1.70837528637864E7,1.18182807063636,0.272439493371937,-0.00930122382721432,Keep,7.093813852383716,3.6954924060222833E-10,15,2.129779015690348E-8,6.385639026306064E8,1.3751687566574671E23,AGC198508,140.73749999999998,24.946666666666665,0.38,0.57,0.16,15.3,*,29,10,Ir,N,519,9.82,TRGB,1.1,65,9,0.0,24.2,7.18,6.99,,6.92,424,-0.3,NGC2903,-0.2,-1.29,,17.8,,,18.34,0.08,,18.48,0.11,,20.17,0.03,519,4,7,2011AJ....142..170H,29.96,0.08,-12.32,,-2.52,,0.44,,-0.43,,-2.45,,0.51,,-0.5,1.5135612484362071E7,9772372.209558113,8317637.711026709,0.003019951720402016,0.0035481338923357532,0.003284042806368885,-2.483591190636447,3284042.8063688846,6.516408809363553,9081367.490617242,6.958151250383644,4571720,SDSSJ092256.97+245647.9,SDSS J092256.97+245647.9,,,,-,-,140.737351,24.946751,0,0.206,0.129,65.1,H,1,10.0,2.0,58.77,515.1,3.9,565.1,13.15,0,0,8.2142,3.3354,5.4729,12.3286,3.6465,18.5039,Z,18.702,17.959,,,0.099,0.5,,,0.154,0.374,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,0.5733352460604315,8.2142,515.1,10.0,7.18,15.3,17.958999633789062,-2.338513833445513,0.0045865503617094,7.093813852383716,1.2411202237176899E7,3.6954924060222833E-10,-9.432327685829229,0.8913284905251719,-0.0499622114166307,15,,,-0.74300003,-11.61382673062705,
16,-1.4190000295639,16,9.59720039367676,3.95549093610461E9,9.63384327277973E-12,-1.40322041118182,0.101012899528425,10.9253027621212,1.94021078772999,1.80344327363636,0.40332406299893,5.22847134E9,5.13272392891888E7,6.1338628869697,0.428192703662241,0.0157796183820855,Keep,16,-1.4190000295639,16,9.59720039367676,3.95549093610461E9,9.63384327277973E-12,-1.38151678278788,0.100036326644441,12.18855537,1.40791028318023,2.08715872666667,0.3213950000739,5.24772321787879E9,5.35220154786325E7,5.88690857515151,0.390907573980261,0.0374832467760251,Keep,9.597200393676758,9.633843272779726E-12,16,8.710560409261731E-9,1.56132319403232E9,6.830408667692392E24,IC5332,353.61458333333326,-36.10166666666667,8.32,0.87,0.07,8.7,,102,7,,,701,9.01,TRGB,22.01,30,89,0.05,24.1,9.74,10.3,,9.31,716,-1.8,NGC7713,-1.4,-2.63,,11.0,,,12.62,0.07,,12.33,,,14.63,0.15,701,2,,2004AJ....128...16K,29.77,0.1,-18.9,,-0.39,,0.0,,-0.17,,-0.26,,0.13,,-0.3,5.495408738576248E9,1.9952623149688828E10,2.0417379446695316E9,0.40738027780411273,0.5495408738576245,0.47846057583086865,-0.3201538413865826,4.784605758308686E8,8.679846158613417,3.2972452431457486E9,9.518151250383644,71775,IC5332,IC 5332,IC 5332,F23318-3622,IC5332,-,-,353.614528,-36.101484,1,3.034,3.034,0.0,H,2,6.8,0.4,18.6,703.4,2.3,532.4,13.8,1,1,8.3946,1.5463,6.9823,10.0925,5.8076,12.1339,N,,11.273,10.03,10.03,,0.33,0.11,0.11,0.072,0.041,0.1272,0.1491,0.8282,5.055,1,1,3,2,,,,,,,,,0,0,9.6,8.772,8.704,0.029,0.033,0.049,1,,,,,,,,,,,,,41.5427,,,9.6824,,,,-1.522,,,-1.419,F3,9.5972,,,,,-1,-1,N,N,0.6770096999047425,8.3946,703.4,6.8,9.68239974975586,8.704000473022461,11.27299976348877,-1.4190000295639038,0.03810657974533261,9.597200393676758,3.9554909361046133E9,9.633843272779726E-12,-11.016200423240662,0.6865169230003915,-0.16334875270967153,16,,1.243,,-18.347000271382168,
17,-2.54488237564085,17,6.95381385238372,8991121.20837412,3.17178522683656E-10,-2.55889363848485,0.0992796726844034,6.76381758606061,1.54825759141181,11.9748448287879,5.03234061858576,1.17305782821212E8,7.67023611511305E7,0.699297668424242,0.382749696591855,-0.014011262843999,Keep,17,-2.54488237564085,17,6.95381385238372,8991121.20837412,3.17178522683656E-10,-2.55367711151515,0.0994965776007158,5.22131129272727,0.919642472081118,4.15933279636364,0.969076934090252,3.38996019909091E7,9782773.70601152,1.30360876721212,0.288392391639039,-0.00879473587430191,Keep,6.953813852383717,3.171785226836561E-10,17,-2.3322197171103807E-8,-5.831354524714504E8,7.130460810192178E22,GALFA Dw3,44.73541666666666,13.629166666666666,0.55,0.3,0.56,15.1,*,19,10,Ir,L,529,7.62,TRGB,1.31,90,3,0.0,24.9,7.04,5.98,,6.84,622,-2.0,Maffei2,-1.4,,,18.0,,,18.77,,,18.13,,,22.08,0.1,529,19,,2022ApJ...924...98B,29.41,0.08,-11.97,,-3.42,,-0.32,,0.39,,-2.53,,0.57,,-0.5,1.0964781961431852E7,954992.5860214368,6918309.709189363,3.8018939632056124E-4,0.002951209226666387,0.0016656993114934741,-2.7784033937726424,1665699.3114934738,6.221596606227357,6578869.176859111,6.818151250383644,5072714,GALFA-DW3,,,,,-,-,44.734333,13.629972,0,,,,,0,,,,537.3,4.8,483.4,13.48,0,0,6.3239,2.6307,4.1717,9.5862,2.752,14.5315,Z,,17.522,,,,0.5,,,0.672,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,4.772800240283177,6.3239,537.3,10.0,7.04,15.1,17.52199935913086,-2.5448823756408494,0.002851790542141792,6.953813852383717,8991121.208374118,3.171785226836561E-10,-9.498696228024567,1.0233820343398252,0.010037788583368925,17,,,,-11.48292560989014,
18,0.321000009775162,18,10.4057998657227,2.54565687685041E10,8.22621666741038E-11,0.373040523638182,0.105605885410135,11.0808068372727,2.2235330952249,5.60273937727273,2.9333800818413,5.7275338669697E10,2.53643066771314E10,2.32157351169697,0.729561546852634,0.0520405138630201,Keep,18,0.321000009775162,18,10.4057998657227,2.54565687685041E10,8.22621666741038E-11,0.327106561511212,0.0954437577247884,10.6255572906061,1.60689477696635,4.14892547515151,0.911507565118183,4.58622652181818E10,4.81519470802651E9,2.62521885393939,0.384205560785755,0.0061065517360504,Keep,10.405799865722656,8.226216667410383E-11,18,2.1246863219321654,6.400944864008121,5.28066745940678E10,NGC3556,167.87916666666666,55.67388888888889,5.01,0.25,0.07,7.0,,308,6,,,696,9.9,TF,13.86,80,144,0.87,21.8,10.52,10.52,,9.42,777,-0.6,Dw1108+5520,-0.2,-0.27,,10.69,,,13.49,0.05,,12.27,,,14.38,0.1,696,22,,1985A&A...143..216H,29.98,,-20.22,,-0.04,,-0.42,,-0.41,,0.1,,-0.28,,-0.55,3.3113112148259075E10,3.3113112148259075E10,2.6302679918953815E9,0.9120108393559098,1.2589254117941673,1.0854681255750385,0.03561707505886942,1.0854681255750384E9,9.03561707505887,1.9867867288955444E10,10.298151250383643,34030,NGC3556,MESSIER 108,MESSIER 108,NGC 3556,M108,1237657611263213608,-,167.8789,55.674268,0,1.991,0.83,79.0,H,1,5.9,0.5,67.53,697.6,1.4,923.6,12.14,9,1,9.9017,2.2667,8.1641,11.5717,6.3696,18.5207,N,10.773,10.703,10.055,10.055,0.042,0.042,0.048,0.048,0.073,0.664,2.29,4.19,32.55,76.9,4,4,4,4,10.578204,9.998346,5.778053,2.854465,2.32E-4,4.83E-4,6.08E-4,0.001083,0,0,8.021,7.368,7.041,0.019,0.023,0.022,1,19.047,17.369,16.554,16.169,16.987,0.034,0.006,0.005,0.004,0.036,43.7306,43.3762,43.2806,41.6565,41.9385,10.491,,0.321,0.272,0.216,-0.583,-0.365,0.321,RT,10.4058,,,,,-1,-1,N,N,1.4682411544028287,9.9017,697.6,5.9,10.491000175476074,7.040999889373779,10.70300006866455,0.32100000977516174,2.0941125029854732,10.405799865722656,2.5456568768504135E10,8.226216667410383E-11,-10.084799855947495,0.13742057938102945,-0.8619482247555705,18,0.8149986,0.64799976,-0.069999695,-19.275548751412614,-14.540514011910044
19,-2.042,19,7.67381385238372,4.71860748616468E7,1.92391618256018E-10,-2.04280174909091,0.0909935549746793,9.70229099515151,2.04527516932921,12.0236788909091,4.9690643262476,3.33857181618182E8,1.80908684248605E8,0.972745069242424,0.464714246629187,-8.01749090909354E-4,Keep,19,-2.042,19,7.67381385238372,4.71860748616468E7,1.92391618256018E-10,-2.04831215575758,0.100632613191669,7.0835409530303,1.21954322534827,4.19346822969697,0.976971963194045,1.24201581269697E8,2.59673617898325E7,1.74500325357576,0.334429931359756,-0.00631215575757604,Keep,7.6738138523837165,1.9239161825601828E-10,19,1.8419548039214715E-7,7.383460208169045E7,3.6389915654257073E21,GALFA Dw4,86.43666666666665,10.771111111111113,0.53,0.54,2.28,13.4,*,41,10,Ir,N,615,7.22,TF,1.78,68,17,0.0,23.8,7.76,7.78,,6.81,550,-2.0,Orion,-1.5,-0.53,,17.8,,,,,,18.09,,,19.47,-0.0,615,1,,2012ApJ...758...44S,29.29,,-13.77,,-2.06,,0.32,,-1.0,,,,,,,5.754399373371567E7,6.025595860743581E7,6456542.290346549,0.008709635899560805,,0.008709635899560805,-2.06,8709635.899560804,6.9399999999999995,3.45263962402294E7,7.538151250383644,5072715,GALFA-DW4,GALFA J086.4+10.8+611,,,,-,-,86.436626,10.771,0,,,,,0,10.0,2.0,,629.4,4.0,534.1,11.56,0,0,7.4571,3.0264,4.9695,11.1899,3.3117,16.7913,Z,,17.355,,,,0.568,,,2.715,,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,0.4250698670158003,7.4571,629.4,10.0,7.76,13.4,17.354999542236328,-2.042,0.00907820530178186,7.6738138523837165,4.7186074861646846E7,1.9239161825601828E-10,-9.715813852383716,0.1819859200270257,-0.7399622114166311,19,,,,-12.007850292941345,
20,-2.13269622264987,20,7.47381385238372,2.97724004911483E7,2.47451405535136E-10,-2.14431481818182,0.0980515938258977,8.21207193939394,1.87833136038537,12.0972931690909,5.02438743924834,2.8101616829697E8,1.67024184669076E8,0.827596244181818,0.425637091168269,-0.0116185955319463,Keep,20,-2.13269622264987,20,7.47381385238372,2.97724004911483E7,2.47451405535136E-10,-2.14069757606061,0.0991085065258787,6.11336001606061,1.04580586381399,4.17903819575758,0.954804245111757,9.24862122969697E7,2.27605215485739E7,1.51317788569697,0.307388435484142,-0.00800135341073416,Keep,7.473813852383716,2.4745140553513603E-10,20,4.62798263082636E-8,2.9386454282287616E8,4.677989741906057E22,Arp211,189.33874999999998,38.74527777777778,0.85,0.57,0.08,13.3,*,27,10,Ir,N,458,6.14,TRGB,1.51,65,7,0.0,23.9,7.56,6.9,,7.29,484,-0.9,NGC4258,-0.4,-0.2,,15.74,0.05,,15.99,0.09,,16.54,,,19.31,0.08,458,1,2,2003A&A...401..483H,28.94,0.07,-13.28,,-2.61,,-0.04,,0.03,,-1.98,,0.59,,-0.6,3.63078054770101E7,7943282.347242822,1.9498445997580454E7,0.002454708915685031,0.010471285480508996,0.0064629971980970135,-2.1895660323569603,6462997.198097013,6.810433967643039,2.178468328620606E7,7.3381512503836435,42134,PGC042134,UGCA 290,UGCA 290,,,-,-,189.340856,38.743787,0,0.315,0.315,0.0,H,2,9.8,1.0,59.64,453.8,4.6,666.2,14.22,4,1,6.4431,0.3571,6.1109,6.8119,5.8597,7.3183,N,,15.697,15.452,15.452,,0.294,0.071,0.071,0.06,0.385,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,7.985535198443926,6.4431,453.8,9.8,7.56,13.3,15.696999549865723,-2.132696222649872,0.007367222347689617,7.473813852383716,2.9772400491148286E7,2.4745140553513603E-10,-9.606510075033588,0.871039377039557,-0.059962211416630516,20,,0.24499989,,-13.348474809420072,
21,-0.118000000715256,21,10.1501998901367,1.41318783451352E10,5.39262361420381E-11,-0.085596759997257,0.102366289790894,10.7594783448485,2.30542779563695,3.47326913606061,1.29003108253967,2.25064710666667E10,2.8884160059107E9,3.31366269372727,0.63357816531375,0.0324032407179988,Keep,21,-0.118000000715256,21,10.1501998901367,1.41318783451352E10,5.39262361420381E-11,-0.0879605116844897,0.0934985525896386,11.6956648921212,1.47956170169899,3.80352192575758,0.779057629733248,2.26936192242424E10,1.69501948368362E9,3.14644994818182,0.418847358466437,0.030039489030766,Keep,10.150199890136719,5.392623614203813E-11,21,2.984088609205695,4.557505416576771,2.3008520548992813E10,NGC3593,168.6495833333333,12.81861111111111,5.89,0.43,0.08,7.4,,254,1,,,631,10.8,TF,18.2,73,120,0.45,23.8,10.43,10.48,,8.33,492,1.3,NGC3627,1.5,2.08,,11.85,,,17.01,0.17,,15.17,,,15.63,0.07,631,4,7,2011AJ....142..170H,30.17,,-18.85,,-0.55,,-0.84,,-0.99,,-1.55,,-1.84,,0.01,2.691534803926914E10,3.019951720402019E10,2.1379620895022324E8,0.28183829312644537,0.028183829312644536,0.15501106121954494,-0.8096373105057562,1.5501106121954492E8,8.190362689494243,1.6149208823561481E10,10.208151250383644,34257,NGC3593,NGC 3593,NGC 3593,NGC 3593,NGC3593,1237661950784438355,-,168.654025,12.817829,0,2.344,0.925,90.6,H,1,-0.4,0.9,86.88,630.5,1.6,688.2,13.77,2,1,8.7723,1.2104,8.044,9.7918,5.6174,10.7467,N,13.964,11.852,10.912,10.912,0.202,0.108,0.108,0.108,0.084,0.05,1.52,1.96,18.47,36.44,4,4,4,4,9.577656,9.28159,5.406854,3.200466,1.26E-4,3.37E-4,6.35E-4,0.002143,0,0,8.407,7.63,7.417,0.02,0.023,0.028,1,13.735,12.165,11.249,10.713,10.262,0.003,0.002,0.002,0.002,0.002,43.2921,42.9893,42.9293,,,10.2354,,-0.118,-0.114,-0.135,,,-0.118,RT,10.1502,,,,,-1,-1,N,N,15.843699505694293,8.7723,630.5,-0.4,10.235400199890137,7.416999816894531,11.85200023651123,-0.11800000071525574,0.7620790087703158,10.150199890136719,1.4131878345135199E10,5.392623614203813E-11,-10.268199890851974,0.020121101452991355,-1.696348249169633,21,0.91600037,0.94000053,-2.1119995,-17.86356714100862,-19.006569910189906
22,0.0570000000298023,22,10.3072996139526,2.02908207334334E10,5.61953507262825E-11,0.0911600544621755,0.104503226141494,10.8069223133333,2.31913913036875,3.61528120787879,1.39141276927504,3.29682842272727E10,4.82857486909301E9,3.22028070990909,0.652935219330974,0.0341600544323731,Keep,22,0.0570000000298023,22,10.3072996139526,2.02908207334334E10,5.61953507262825E-11,0.0843427547124467,0.0922336014565023,11.6203935987879,1.49234157217826,3.84504829969697,0.793663892834055,3.28897027787879E10,2.51923536536471E9,3.09286542030303,0.412867906303017,0.0273427546826443,Keep,10.307299613952637,5.619535072628254E-11,22,2.9042584204219244,4.682778882336587,3.35561247294013E10,NGC3621,169.56708333333333,-32.81166666666666,12.3,0.44,0.35,6.6,,271,7,,,730,6.64,TRGB,24.8,65,136,0.49,23.5,10.34,10.72,,9.62,440,-1.7,NGC5236,-1.1,-2.47,,10.18,,,12.43,0.06,,10.88,,,12.73,0.1,730,2,18,2004AJ....128...16K,29.11,0.05,-19.77,,0.25,,0.04,,-0.5,,0.1,,-0.11,,-0.35,2.1877616239495518E10,5.248074602497734E10,4.1686938347033467E9,1.7782794100389228,1.2589254117941673,1.518602410916545,0.18144408502360515,1.518602410916545E9,9.181444085023605,1.312656974369731E10,10.118151250383644,34554,NGC3621,NGC 3621,NGC 3621,NGC 3621,NGC3621,-,-,169.568658,-32.814037,0,4.775,1.954,161.7,H,1,6.9,0.5,67.55,730.1,2.5,578.3,9.77,35,1,7.2086,0.4275,6.6949,7.5386,6.3858,7.5848,N,10.021,10.101,9.553,9.553,0.226,0.226,0.105,0.105,0.349,0.694,3.53,4.44,29.32,77.34,4,4,4,4,,,,,,,,,0,0,7.457,6.801,6.598,0.023,0.024,0.036,1,,,,,,,,,,,43.4674,43.0786,42.9595,,,10.3925,,0.057,-0.025,-0.105,,,0.057,RT,10.3073,,,,,-1,-1,Y,Y,9.773136649172287,7.2086,730.1,6.9,10.392499923706055,6.5980000495910645,10.10099983215332,0.05700000002980232,1.1402497876394153,10.307299613952637,2.02908207334334E10,5.619535072628254E-11,-10.250299613922834,0.27324487624199184,-0.5634479729855516,22,,0.5479994,0.07999992,-19.188254805374044,
