Name RAh_1 RAm_1 RAs_1 DE-_1 DEd_1 DEm_1 DEs_1 a26_1 b/a AB_1 l_FUVmag FUVmag Bmag l_Hamag Hamag Kmag f_Kmag l_21mag 21mag W50 TType Tdw1 Tdw2 RVel Dis f_Dis RAh_2 RAm_2 RAs_2 DE-_2 DEd_2 DEm_2 DEs_2 a26_2 inc Vm AB_2 BMag SBB logKLum logM26 l_logMHI logMHI VLG Theta1 MD Theta5 Thetaj
RKK1610 9 45 24.8 - 48 8 29 0.93 0.68 2.08 "" "" 16.9 "" "" 12.6 * "" 15.3 62 10 Ir L 882 9.35 BTF 9 45 24.8 - 48 8 29 3.92 54 33 0.0 -15.0 24.2 8.27 8.69 "" 8.15 566 -1.4 NGC2640 -0.9 ""
"Reticulum 2" 3 35 42.1 - 54 2 57 7.2 0.41 0.07 "" "" 15.4 "" "" 11.2 * > 17.8 8 -3 Sph X 64 0.03 HB 3 35 42.1 - 54 2 57 0.06 90 3 0.0 -2.1 28.2 3.78 4.66 < 2.16 -121 4.1 "Milky Way" 4.2 1.75
"SBS 1224+533" 12 26 52.6 + 53 6 19 0.8 0.69 0.08 "" 17.4 16.1 < 20.0 13.7 * "" "" "" 9 BCD N 300 6.12 TRGB 12 26 52.6 + 53 6 19 1.43 53 "" 0.0 -12.9 24.2 7.42 "" "" "" 390 "" "" "" ""
SMC 0 52 38.0 - 72 48 1 380.19 0.64 0.17 "" "" 2.7 "" 6.3 0.2 * "" 3.2 90 9 Im N 158 0.06 Cep 0 52 38.0 - 72 48 1 7.09 58 46 0.04 -16.5 24.1 8.85 9.25 "" 8.65 -22 3.3 LMC 3.6 1.75
SMDG1103517+284120 11 3 51.7 + 28 41 20 0.54 0.83 0.12 "" 21.1 18.3 "" "" 15.8 * "" 17.4 26 10 Tr L 668 8.51 BTF 11 3 51.7 + 28 41 20 1.36 38 8 0.0 -11.5 25.5 6.86 6.99 "" 7.22 605 1.7 NGC3486 1.7 0.75
SUCD1 12 40 3.1 - 11 40 4 0.1 0.96 0.02 > 23.0 18.4 "" "" 14.7 "" > 17.8 59 -1 dE H 1305 9.55 mem 12 40 3.1 - 11 40 4 0.28 18 81 0.01 -11.5 22.0 7.39 8.33 < 7.17 1109 6.7 NGC4594 6.7 2.07
"Sag dIr" 19 29 59.0 - 17 40 41 2.88 0.72 0.52 "" 15.9 14.1 "" 19.4 12.1 "" "" 13.6 28 10 Ir L -79 1.08 TRGB 19 29 59.0 - 17 40 41 1.0 50 9 0.0 -11.6 24.8 6.55 7.0 "" 6.97 21 -0.5 "Milky Way" -0.2 -0.85
"Sag dSph" 18 55 3.1 - 30 28 42 446.68 0.48 0.66 "" "" 4.5 "" "" -0.2 * > 13.2 27 -3 Sph X 140 0.02 TRGB 18 55 3.1 - 30 28 42 3.08 90 6 0.0 -12.7 26.1 8.02 7.13 < 3.67 159 5.3 "Milky Way" 5.3 1.75
Sc22 0 23 51.7 - 24 42 18 0.93 0.78 0.07 "" 22.8 17.7 > 25.9 13.6 * > 21.5 "" -3 Sph L "" 4.29 TRGB 0 23 51.7 - 24 42 18 1.18 48 "" 0.0 -10.5 26.2 7.15 "" < 5.0 "" 0.5 NGC0253 0.5 1.77
Scl-MM-Dw1 0 47 34.9 - 26 23 20 0.7 0.92 0.06 > 23.0 19.3 "" "" 15.1 * > 16.3 "" -3 Sph L "" 3.94 TRGB 0 47 34.9 - 26 23 20 0.82 28 "" 0.0 -8.8 27.1 6.45 "" < 7.0 "" 1.8 NGC0253 1.8 1.76
Scl-MM-Dw2 0 50 17.1 - 24 44 59 6.5 0.34 0.06 "" "" 18.5 "" "" 14.4 * > 20.6 "" -2 Sph L "" 3.53 TRGB 0 50 17.1 - 24 44 59 6.5 90 "" 0.0 -9.3 31.1 6.66 "" < 5.19 "" 2.3 NGC0253 2.3 1.76
Scl-MM-Dw4 0 53 49.1 - 25 28 28 0.32 0.57 0.07 "" "" 21.6 "" "" 17.4 * "" "" "" -2 Sph L "" 4.11 TRGB 0 53 49.1 - 25 28 28 0.38 69 "" 0.0 -6.5 27.7 5.57 "" "" "" "" 1.1 NGC0253 1.1 1.74
Scl-MM-Dw5 0 50 25.9 - 26 43 28 0.63 0.34 0.05 "" "" 21.2 "" "" 17.1 * "" "" "" -2 Sph L "" 3.89 TRGB 0 50 25.9 - 26 43 28 0.69 90 "" 0.0 -6.8 28.7 5.67 "" "" "" "" 2.0 NGC0253 2.0 1.76
ScuSR 0 33 51.8 - 27 50 24 1.05 0.73 0.05 "" 20.9 17.8 "" "" 15.4 * > 17.5 "" 10 Tr L "" 4.0 mem 0 33 51.8 - 27 50 24 1.22 49 "" 0.0 -10.3 26.5 6.36 "" < 6.54 "" 1.2 NGC0253 1.2 1.76
Sculptor 1 0 9.4 - 33 42 33 39.81 0.68 0.05 "" 22.1 10.1 "" "" 5.9 * > 12.1 17 -3 Sph X 105 0.09 TRGB 1 0 9.4 - 33 42 33 1.04 60 3 0.0 -9.8 26.6 6.86 6.0 < 5.39 91 2.7 "Milky Way" 2.8 1.75
"Segue 1" 10 7 3.2 + 16 4 25 7.0 0.52 0.14 "" "" 16.2 "" "" 12.0 * > 19.8 9 -3 Sph X 206 0.02 CMD 10 7 3.2 + 16 4 25 0.05 90 3 0.0 -0.7 29.0 3.24 4.54 < 1.12 67 4.3 "Milky Way" 4.3 1.75
"Segue 2" 2 19 16.0 + 20 10 31 5.4 0.85 0.81 "" 21.0 16.2 > 24.8 11.4 * "" "" 8 -3 Sph X -39 0.03 TRGB 2 19 16.0 + 20 10 31 0.07 39 4 0.0 -2.3 28.2 3.88 5.11 "" "" 112 3.8 "Milky Way" 3.8 1.75
"Segue 3" 21 21 31.0 + 19 7 2 1.3 0.7 0.4 > 23.0 15.9 > 24.8 11.4 * "" "" 3 -3 Sph N "" 0.02 CMD 21 21 31.0 + 19 7 2 0.01 58 3 0.0 -0.6 24.9 3.19 3.85 "" "" "" 5.0 "Milky Way" 5.0 1.75
SexA 10 11 0.8 - 4 41 34 5.89 0.83 0.19 "" 12.9 11.9 "" 15.5 10.2 "" "" 11.9 46 10 Ir N 324 1.45 TRGB 10 11 0.8 - 4 41 34 2.56 38 30 0.0 -14.1 24.2 7.57 8.44 "" 7.9 94 -0.9 "Milky Way" -0.5 -0.59
SexB 10 0 0.1 + 5 19 56 6.03 0.69 0.14 "" 13.9 11.9 "" 16.9 9.5 "" "" 12.3 38 10 Ir N 300 1.43 TRGB 10 0 0.1 + 5 19 56 2.55 53 18 0.0 -14.1 24.3 7.83 7.97 "" 7.71 110 -0.9 "Milky Way" -0.5 -0.62
SexDSph 10 13 3.0 - 1 36 52 30.2 0.65 0.21 "" 21.5 11.3 "" "" 7.0 * > 15.6 19 -3 Sph X 227 0.09 TRGB 10 13 3.0 - 1 36 52 0.83 64 3 0.0 -8.7 27.2 6.42 5.87 < 4.01 9 2.7 "Milky Way" 2.7 1.75
"Sgr II" 19 52 39.5 - 21 56 6 3.2 0.95 0.4 "" "" 15.1 "" "" 10.6 * > 17.3 "" -2 Sph X "" 0.07 HB 19 52 39.5 - 21 56 6 0.07 21 "" 0.0 -4.5 26.1 4.75 "" < 3.09 "" 3.2 "Milky Way" 3.2 1.75
"Sombrero DwA" 12 39 51.5 - 11 20 29 0.22 0.95 0.2 > 23.0 19.9 "" "" 15.6 * > 18.2 "" -3 Sph L "" 9.71 SBF 12 39 51.5 - 11 20 29 0.66 22 "" 0.0 -10.3 25.1 7.06 "" < 7.03 "" 2.7 NGC4594 2.7 2.07
"Sombrero DwB" 12 41 12.0 - 11 53 33 0.44 0.9 0.23 > 23.0 18.8 "" "" 14.5 * > 18.2 "" -3 Sph L "" 11.19 SBF 12 41 12.0 - 11 53 33 1.53 31 "" 0.0 -11.7 25.5 7.63 "" < 7.15 "" 0.0 PGC042730 0.3 1.07
"Triangulum II" 2 13 17.4 + 36 10 42 7.8 0.79 0.34 "" "" 16.5 > 24.3 12.1 * "" "" 12 -2 Sph X -382 0.03 CMD 2 13 17.4 + 36 10 42 0.07 44 4 0.0 -1.2 29.4 3.45 5.05 "" "" -180 3.9 "Milky Way" 3.9 1.75
"Triangulum III" 1 21 41.3 + 26 23 32 0.86 0.53 0.4 > 23.0 21.0 "" "" 16.5 * "" "" "" -2 Sph X "" 0.95 HB 1 21 41.3 + 26 23 32 0.26 74 "" 0.0 -4.3 29.1 4.67 "" "" "" "" 1.6 MESSIER031 1.8 1.75
Tucana 22 41 49.0 - 64 25 12 2.88 0.41 0.14 "" 22.0 15.7 "" "" 11.5 * > 16.9 37 -1 Tr L 194 0.92 TRGB 22 41 49.0 - 64 25 12 0.77 90 14 0.0 -9.3 26.5 6.66 7.22 < 5.49 73 -0.3 "Milky Way" -0.1 1.35
"Tucana 2" 22 51 55.1 - 58 34 8 19.7 0.61 0.07 "" "" 15.7 "" "" 11.5 * > 17.6 20 -3 Sph X -129 0.06 HB 22 51 55.1 - 58 34 8 0.33 70 3 0.0 -3.2 30.7 4.22 5.43 < 2.83 -222 3.4 "Milky Way" 3.6 1.75
"Tucana B" 22 47 0.5 - 58 24 27 0.53 0.74 0.08 > 23.5 19.5 "" "" 15.3 * "" "" "" -2 Sph L "" 1.41 TRGB 22 47 0.5 - 58 24 27 0.22 50 "" 0.0 -6.3 26.7 5.48 "" "" "" "" "" "" "" ""
"Tucana III" 23 56 36.0 - 59 36 0 12.1 0.57 0.05 "" "" 15.3 "" "" 11.2 * "" "" 4 -2 Sph X -102 0.03 HB 23 56 36.0 - 59 36 0 0.09 69 3 0.0 -1.7 29.3 3.65 4.86 "" "" -213 4.5 "Milky Way" 4.5 1.75
UCD320 13 25 52.7 - 42 54 13 0.09 0.65 0.41 > 23.0 17.8 "" "" 13.3 * "" "" 45 -3 dE H 506 3.7 mem 13 25 52.7 - 42 54 13 0.11 64 20 0.0 -10.5 21.0 7.13 6.7 "" "" 259 5.1 NGC5128 5.1 1.88
UCD330 13 25 54.3 - 41 0 35 0.07 0.95 0.41 > 23.0 17.1 "" "" 12.6 * "" "" 72 -3 dE H 743 3.7 mem 13 25 54.3 - 41 0 35 0.08 22 84 0.02 -11.2 19.8 7.42 7.84 "" "" 497 2.6 NGC5128 2.6 1.88
UGC00064 0 7 44.0 + 40 52 32 1.66 0.56 0.34 "" 16.6 15.5 "" 17.7 12.8 * "" 14.3 60 10 Ir N 305 8.16 TRGB 0 7 44.0 + 40 52 32 4.14 66 28 0.0 -14.4 25.0 8.01 8.58 "" 8.44 587 "" "" "" ""
UGC00288 0 29 4.0 + 43 25 54 1.07 0.62 0.33 "" 17.6 15.6 "" 19.7 13.0 * "" 15.8 36 10 Ir N 187 6.82 TRGB 0 29 4.0 + 43 25 54 2.24 60 15 0.0 -13.9 24.2 7.8 7.77 "" 7.69 463 -1.2 Maffei2 -0.9 -2.04
UGC00685 1 7 22.3 + 16 41 2 2.4 0.71 0.25 "" 16.5 14.2 "" 18.0 11.6 * "" 14.8 64 9 BCD N 156 4.81 TRGB 1 7 22.3 + 16 41 2 3.49 51 36 0.0 -14.4 24.6 8.03 8.72 "" 7.8 351 -1.5 NGC0253 -1.1 ""
UGC01056 1 28 47.2 + 16 41 17 1.0 0.68 0.31 "" 17.2 14.8 "" 18.2 12.0 "" "" 16.1 42 9 Im N 595 10.2 mem 1 28 47.2 + 16 41 17 3.12 54 20 0.0 -15.5 23.2 8.54 8.18 "" 7.93 774 0.9 NGC0628 0.9 1.35
UGC01085 1 31 18.9 + 7 47 16 1.36 0.65 0.16 "" 17.8 17.0 "" "" 14.5 * "" 16.4 36 9 Im N 652 10.5 TF 1 31 18.9 + 7 47 16 4.23 57 15 0.0 -13.3 26.2 7.56 8.07 "" 7.82 797 -0.9 NGC0628 -0.8 ""
UGC01104 1 32 42.3 + 18 18 57 1.78 0.6 0.27 "" 16.1 14.5 "" 18.4 11.8 "" "" 15.2 83 9 BCD N 688 7.55 BS 1 32 42.3 + 18 18 57 4.06 62 41 0.01 -15.2 24.2 8.35 8.9 "" 8.02 869 -1.6 NGC0628 -1.1 ""
UGC01171 1 39 44.8 + 15 53 58 1.29 0.92 0.25 "" 18.8 16.0 "" 23.0 13.4 * "" 16.6 25 10 Ir N 738 10.13 SBF 1 39 44.8 + 15 53 58 3.99 26 8 0.0 -14.3 25.1 7.96 7.52 "" 7.7 906 2.2 NGC0628 2.2 1.35
UGC01281 1 49 32.3 + 32 35 33 5.62 0.18 0.2 "" 15.5 12.9 "" 17.5 10.5 "" "" 13.8 123 7 "" "" 157 5.27 TRGB 1 49 32.3 + 32 35 33 8.41 85 54 0.26 -16.2 24.7 8.57 9.45 "" 8.28 367 -0.5 Dw0149+3237 -0.3 -0.55
UGC01561 2 4 5.0 + 24 12 28 1.23 0.72 0.36 "" 17.2 14.5 "" 18.6 11.8 * "" 16.0 39 9 Im N 606 9.2 TF 2 4 5.0 + 24 12 28 3.51 50 19 0.0 -15.7 23.4 8.52 8.18 "" 7.84 782 -1.3 NGC0628 -0.8 0.12
UGC01703 2 12 55.8 + 32 48 51 0.79 0.55 0.42 > 23.0 17.0 "" 24.3 12.5 * > 18.2 "" -2 Tr N 40 4.31 TRGB 2 12 55.8 + 32 48 51 1.08 72 "" 0.0 -11.6 24.9 7.59 "" < 6.32 234 -1.1 Maffei2 -0.8 -1.78
UGC01807 2 21 13.4 + 42 45 46 1.87 0.99 0.34 "" 16.7 14.2 "" 18.5 11.3 * "" 14.4 56 8 Sm "" 628 9.95 mem 2 21 13.4 + 42 45 46 5.82 8 166 0.01 -16.1 24.0 8.81 10.27 "" 8.56 840 3.2 NGC0891 3.2 1.73
UGC02172 2 42 10.8 + 43 21 19 1.41 0.61 0.45 "" "" 14.6 "" 16.2 12.4 "" "" 16.0 60 10 Ir N 565 9.3 TF 2 42 10.8 + 43 21 19 4.13 61 29 0.0 -15.7 23.7 8.32 8.62 "" 7.87 765 0.1 NGC0891 0.2 1.73
UGC02684 3 20 23.7 + 17 17 42 1.95 0.5 0.6 "" 17.8 16.3 "" 20.3 13.5 "" "" 15.1 79 10 Ir N 350 7.08 TRGB 3 20 23.7 + 17 17 42 4.45 72 36 0.0 -13.6 26.0 7.65 8.83 "" 7.99 438 "" "" "" ""
UGC02716 3 24 7.2 + 17 45 15 1.58 0.56 0.59 "" 17.1 14.6 "" 18.8 11.5 "" "" 15.7 44 8 "" "" 381 6.66 TRGB 3 24 7.2 + 17 45 15 3.41 57 21 0.0 -15.1 23.9 8.38 8.23 "" 7.71 467 "" "" "" ""
UGC02773 3 32 7.1 + 47 47 37 1.2 0.75 2.43 "" "" 15.0 "" 15.9 9.8 "" "" 13.9 81 9 Im N 216 7.52 NAM 3 32 7.1 + 47 47 37 4.4 47 48 0.03 -16.8 22.7 9.24 9.08 "" 8.51 395 -0.9 Maffei2 -0.6 ""
UGC02905 3 57 0.6 + 16 31 28 1.0 0.6 1.35 "" 18.7 15.8 "" 19.8 12.2 "" "" 15.8 41 10 Ir N 292 5.83 BS 3 57 0.6 + 16 31 28 2.23 62 18 0.0 -14.4 23.6 8.02 7.93 "" 7.56 344 -1.7 Maffei2 -1.4 ""
UGC03303 5 24 59.5 + 4 30 18 5.62 0.78 0.56 "" "" 14.0 "" 16.2 10.7 * "" 13.8 158 8 "" "" 519 7.14 BS 5 24 59.5 + 4 30 18 13.06 39 109 0.12 -16.0 25.9 8.75 10.26 "" 8.52 444 -1.8 Orion -1.5 -0.53
UGC03475 6 30 28.8 + 39 30 14 2.09 0.57 0.78 "" "" 15.2 "" 18.4 12.5 "" "" 14.2 170 6 "" "" 487 20.0 TF 6 30 28.8 + 39 30 14 14.07 57 89 0.22 -17.3 24.8 8.94 10.11 "" 9.25 525 -2.9 IC0356 -2.4 ""
UGC03476 6 30 29.2 + 33 18 7 1.48 0.3 1.02 "" "" 16.0 "" 18.2 12.7 * "" 14.7 83 10 Ir N 469 12.42 BTF 6 30 29.2 + 33 18 7 6.35 90 36 0.0 -15.5 24.8 8.46 8.98 "" 8.65 477 -2.5 NGC2683 -2.0 ""
UGC03501 6 38 38.4 + 49 15 30 1.12 0.37 0.5 "" 18.0 16.7 "" 20.7 13.9 * "" 16.0 60 10 Ir N 451 15.5 TF 6 38 38.4 + 49 15 30 5.42 90 26 0.0 -14.8 25.2 8.15 8.62 "" 8.31 530 -2.0 NGC2344 -1.6 ""
UGC03600 6 55 40.0 + 39 5 42 1.91 0.36 0.39 "" 17.6 16.2 "" 20.1 13.2 * "" 15.7 82 8 "" "" 398 10.19 TRGB 6 55 40.0 + 39 5 42 5.9 70 38 0.0 -14.3 25.9 8.05 8.99 "" 8.07 421 -2.0 NGC2683 -1.6 ""
UGC03698 7 9 18.8 + 44 22 48 1.17 0.6 0.42 "" 17.6 15.4 "" 18.9 12.7 * "" 15.5 38 10 Ir N 421 11.27 TRGB 7 9 18.8 + 44 22 48 4.13 62 16 0.0 -15.3 24.1 8.36 8.1 "" 8.25 464 -0.9 NGC2337 -0.8 0.09
UGC03755 7 13 51.8 + 10 31 19 1.86 0.59 0.38 "" 16.4 14.1 "" 18.0 11.7 "" "" 14.6 34 10 Ir N 311 7.69 TRGB 7 13 51.8 + 10 31 19 4.43 63 13 0.0 -15.7 23.8 8.43 7.97 "" 8.28 186 -2.3 NGC2903 -1.7 -2.32
UGC03817 7 22 44.5 + 45 6 30 1.74 0.5 0.44 "" 17.9 16.0 "" 19.2 11.9 "" "" 15.1 35 10 Ir L 437 8.55 BS 7 22 44.5 + 45 6 30 4.62 72 13 0.0 -14.1 25.5 8.43 7.97 "" 8.17 478 -1.7 NGC2841 -1.2 ""
UGC04115 7 57 1.8 + 14 23 27 1.91 0.56 0.12 "" 15.8 15.2 "" 17.9 12.1 "" "" 14.4 78 10 Ir N 343 7.87 TRGB 7 57 1.8 + 14 23 27 4.37 66 37 0.0 -14.4 25.2 8.26 8.85 "" 8.35 215 -1.7 DDO047 -1.2 -0.42
UGC04483 8 37 3.0 + 69 46 31 1.32 0.58 0.15 "" 16.0 15.0 "" 17.6 13.3 "" "" 14.6 33 10 Ir N 156 3.58 TRGB 8 37 3.0 + 69 46 31 1.39 64 12 0.0 -13.0 24.1 7.09 7.39 "" 7.61 304 1.0 MESSIER081 1.3 1.91
UGC04704 8 59 0.3 + 39 12 36 4.37 0.11 0.13 "" 16.1 15.0 "" 18.5 11.9 * "" 14.3 132 8 "" "" 599 15.2 TF 8 59 0.3 + 39 12 36 18.17 90 57 0.4 -16.4 26.2 8.93 9.84 "" 8.99 584 -2.3 NGC2964 -1.7 ""
UGC04787 9 7 34.9 + 33 16 36 2.45 0.28 0.1 "" 16.2 14.6 "" 18.5 11.7 * "" 15.3 130 8 "" "" 553 20.3 TF 9 7 34.9 + 33 16 36 14.08 76 58 0.24 -17.3 24.8 9.26 9.74 "" 8.83 504 -1.7 NGC2968 -1.4 ""
UGC04879 9 16 2.2 + 52 50 24 3.24 0.56 0.07 "" 16.0 13.8 "" 20.4 11.5 "" "" 16.5 14 9 BCD N -25 1.37 TRGB 9 16 2.2 + 52 50 24 1.28 66 3 0.0 -12.0 24.9 6.99 6.05 "" 5.99 33 -0.7 MESSIER031 -0.3 -2.39
UGC04918 9 19 17.7 + 69 48 4 1.0 0.53 0.36 "" 19.7 16.0 "" "" 13.3 * "" "" "" 9 Im N "" 7.5 mem 9 19 17.7 + 69 48 4 2.3 69 "" 0.0 -13.7 24.4 7.74 "" "" "" "" 2.5 NGC2787 2.6 0.95
UGC04932 9 19 34.1 + 51 6 33 1.86 0.32 0.07 "" 17.1 15.2 "" 19.5 13.2 "" "" 15.6 110 8 "" "" 549 20.6 TF 9 19 34.1 + 51 6 33 10.82 73 50 0.13 -16.6 24.9 8.69 9.5 "" 8.72 597 -1.3 NGC2768 -1.1 ""
UGC04998 9 25 12.1 + 68 22 59 1.78 0.62 0.25 "" 18.4 15.0 "" 20.4 11.1 "" "" 17.8 89 9 BCD N 632 8.24 TRGB 9 25 12.1 + 68 22 59 4.41 60 45 0.03 -14.9 24.7 8.71 9.01 "" 7.04 770 -0.4 NGC2787 -0.4 0.94
UGC05047 9 28 49.6 + 51 33 38 1.62 0.28 0.06 "" "" 16.0 "" 20.9 13.1 * "" 17.4 39 7 "" "" 509 9.23 TF 9 28 49.6 + 51 33 38 4.19 76 15 0.0 -13.9 25.5 8.01 8.05 "" 7.3 559 "" "" "" ""
UGC05086 9 32 48.9 + 21 27 54 0.98 0.9 0.14 > 23.0 16.4 "" 25.1 12.1 * "" "" "" -3 Sph N 491 8.49 TRGB 9 32 48.9 + 21 27 54 2.51 31 "" 0.0 -13.4 24.9 8.32 "" "" "" 378 "" "" "" ""
UGC05186 9 42 59.8 + 33 15 52 1.38 0.23 0.06 "" 18.4 16.3 "" 23.5 13.9 * "" 17.0 42 10 Ir N 546 9.4 TF 9 42 59.8 + 33 15 52 3.61 90 16 0.0 -13.7 25.4 7.71 8.05 "" 7.49 496 -0.9 NGC2683 -0.6 -1.38
UGC05209 9 45 4.2 + 32 14 18 0.83 0.96 0.08 "" 18.2 16.1 "" 21.3 13.6 * "" 17.1 32 10 Ir N 535 10.19 TRGB 9 45 4.2 + 32 14 18 2.5 18 32 0.0 -14.1 24.2 7.88 8.48 "" 7.53 479 -1.0 NGC2683 -0.7 -0.65
UGC05288 9 51 17.2 + 7 49 38 1.45 0.62 0.15 "" 16.0 14.6 "" 17.5 11.5 "" "" 14.3 93 9 BCD N 557 11.53 TRGB 9 51 17.2 + 7 49 38 4.91 60 47 0.04 -15.9 23.9 8.85 9.1 "" 8.74 378 -1.4 NGC3379 -0.9 ""
UGC05423 10 5 30.6 + 70 21 52 1.07 0.67 0.34 "" 17.2 14.4 "" 18.3 12.0 "" "" 15.9 44 10 Ir N 348 8.87 TRGB 10 5 30.6 + 70 21 52 2.93 55 21 0.0 -15.7 23.0 8.42 8.19 "" 7.86 496 -0.5 [CKT2009]d1009+70 -0.4 -0.44
UGC05427 10 4 41.0 + 29 21 59 1.38 0.67 0.1 "" 16.4 14.9 "" 18.9 12.2 "" "" 16.4 71 8 "" "" 498 11.3 TRGB 10 4 41.0 + 29 21 59 4.56 49 41 0.01 -15.5 24.1 8.54 8.95 "" 7.87 427 -1.6 NGC3184 -1.0 -0.66
UGC05456 10 7 19.7 + 10 21 44 1.62 0.5 0.18 "" 15.3 13.8 "" 17.2 11.6 "" "" 15.3 62 9 Im N 527 10.52 TRGB 10 7 19.7 + 10 21 44 5.02 72 28 0.0 -16.5 23.4 8.71 8.66 "" 8.26 360 -0.9 NGC3368 -0.4 ""
UGC05497 10 12 48.4 + 64 6 27 0.89 0.74 0.08 "" 18.0 15.6 < 20.8 13.2 * "" 18.6 16 9 BCD N 150 3.73 TRGB 10 12 48.4 + 64 6 27 0.97 48 3 0.0 -12.3 23.9 7.19 6.11 "" 6.02 267 1.4 MESSIER081 1.5 1.89
UGC05571 10 19 42.4 + 52 3 56 1.2 0.4 0.04 "" 17.2 16.5 "" 19.8 14.1 * "" 15.2 51 9 Im L 662 8.24 BTF 10 19 42.4 + 52 3 56 2.8 90 21 0.0 -13.1 25.5 7.49 8.17 "" 8.09 716 -0.9 NGC2841 -0.6 ""
UGC05672 10 28 20.9 + 22 34 17 3.09 0.28 0.1 "" 17.4 14.7 "" 19.1 11.6 "" "" 15.3 82 8 "" "" 531 9.33 TF 10 28 20.9 + 22 34 17 8.15 76 37 0.0 -15.3 25.6 8.63 9.11 "" 8.14 428 -0.4 NGC3344 -0.2 1.08
UGC05797 10 39 25.2 + 1 43 7 1.23 0.87 0.14 "" 17.1 14.3 "" 19.3 11.8 "" "" 15.9 48 9 BCD N 710 10.42 TRGB 10 39 25.2 + 1 43 7 3.82 33 36 0.0 -16.0 23.3 8.63 8.76 "" 8.0 511 -0.2 NGC3521 0.0 0.58
UGC05812 10 40 56.6 + 12 28 19 1.48 0.4 0.1 "" 17.9 15.5 "" "" 12.8 * "" 16.9 56 8 "" "" 1008 10.4 mem 10 40 56.6 + 12 28 19 4.41 68 26 0.0 -14.7 24.9 8.23 8.53 "" 7.6 857 1.5 NGC3368 1.7 2.1
UGC05923 10 49 7.6 + 6 55 2 1.26 0.47 0.12 "" 17.5 14.4 "" 18.7 11.5 "" "" 16.2 142 7 "" "" 709 20.3 TF 10 49 7.6 + 6 55 2 7.4 63 69 0.21 -17.5 23.2 9.35 9.61 "" 8.49 534 -2.1 NGC3611 -1.6 ""
UGC05944 10 50 19.1 + 13 16 19 1.12 0.97 0.13 "" 23.4 15.6 "" "" 12.0 "" "" "" "" -1 dE N 1073 11.07 SBF 10 50 19.1 + 13 16 19 3.71 16 "" 0.0 -14.8 24.4 8.6 "" "" "" 928 1.5 NGC3379 1.7 2.05
UGC05983 10 52 17.5 + 36 35 36 1.1 0.61 0.06 "" 20.4 16.0 "" "" 13.6 * "" "" "" 10 Ir N 765 9.2 mem 10 52 17.5 + 36 35 36 2.91 61 "" 0.0 -13.9 24.8 7.8 "" "" "" 741 4.9 NGC3432 4.9 0.49
UGC06014 10 53 42.7 + 9 43 41 1.2 0.57 0.14 "" 17.3 15.0 "" 19.9 12.5 * "" 16.4 94 9 Im N 1133 16.98 TF 10 53 42.7 + 9 43 41 5.99 65 45 0.04 -16.3 23.9 8.78 9.15 "" 8.22 972 -1.2 NGC3524 -0.7 -0.49
UGC06145 11 5 35.0 - 1 51 49 1.38 0.56 0.24 "" 18.4 16.5 > 21.8 13.9 * "" 16.0 41 10 Ir L 753 10.7 mem 11 5 35.0 - 1 51 49 4.42 66 17 0.0 -13.9 25.6 7.83 8.2 "" 7.97 546 1.5 NGC3521 1.5 1.84
UGC06451 11 28 46.4 + 79 36 7 2.66 0.53 0.22 "" 17.8 16.5 "" "" 13.9 * "" "" "" 9 Im N "" 3.7 mem 11 28 46.4 + 79 36 7 2.93 69 "" 0.0 -11.6 27.1 6.88 "" "" "" "" 0.3 MESSIER081 0.5 1.89
UGC06456 11 28 0.6 + 78 59 29 1.48 0.53 0.16 "" 15.3 14.3 "" 16.7 12.5 "" "" 14.6 37 10 Ir N -94 4.63 TRGB 11 28 0.6 + 78 59 29 2.01 69 15 0.0 -14.2 23.6 7.66 7.71 "" 7.82 99 -0.3 MESSIER081 -0.1 0.4
UGC06541 11 33 29.1 + 49 14 17 1.74 0.57 0.08 "" 15.5 14.4 "" 16.9 11.9 "" "" 16.4 26 10 Ir N 249 4.23 TRGB 11 33 29.1 + 49 14 17 2.13 65 5 0.0 -13.8 24.2 7.83 6.72 "" 7.04 303 -0.6 NGC4736 -0.2 0.45
UGC06757 11 46 59.1 + 61 20 6 1.1 0.55 0.14 "" 18.1 16.3 "" 21.7 13.8 * "" "" "" 10 Ir N 82 4.61 TRGB 11 46 59.1 + 61 20 6 1.49 67 "" 0.0 -12.2 25.0 7.12 "" "" "" 199 -0.4 MESSIER081 -0.1 0.48
UGC06881 11 54 44.7 + 20 3 20 1.62 0.39 0.15 "" 17.7 15.9 "" "" 13.4 * "" 16.2 90 10 Ir N 601 16.4 TF 11 54 44.7 + 20 3 20 7.7 90 39 0.0 -15.3 25.4 8.38 9.14 "" 8.27 513 -0.3 NGC4032 -0.1 0.3
UGC07131 12 9 11.8 + 30 54 24 1.62 0.29 0.1 "" 17.3 15.8 "" "" 12.9 * "" 15.5 117 8 "" "" 253 16.8 TF 12 9 11.8 + 30 54 24 7.71 75 53 0.18 -15.6 25.1 8.59 9.39 "" 8.59 226 -0.1 PGC39764 0.1 0.44
UGC07242 12 14 7.4 + 66 5 32 1.23 0.42 0.08 "" 16.2 14.6 "" 19.4 12.2 * "" 15.3 66 10 Ir N 66 5.45 TRGB 12 14 7.4 + 66 5 32 1.92 87 29 0.0 -14.2 23.6 7.92 8.27 "" 7.69 211 -0.4 NGC4605 -0.2 0.47
